ix	type	id	bnf_code	nm	form_route
651	amp	4050411000001106	0603020AAAAAAAA	Dexamethasone (base) 6.6mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intrabursal
652	amp	4047111000001102	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intrabursal
653	amp	4047411000001107	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Pfizer Ltd)	solutioninjection.intrabursal
654	amp	4047711000001101	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intrabursal
655	amp	19532111000001104	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (hameln pharma Ltd)	solutioninjection.intrabursal
656	amp	32167711000001108	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Wockhardt UK Ltd)	solutioninjection.intrabursal
657	amp	22084911000001106	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd)	solutioninjection.intrabursal
658	amp	22127411000001109	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intrabursal
659	amp	28039811000001104	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intrabursal
660	amp	4044111000001107	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intrabursal
661	amp	4044311000001109	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (Aspen Pharma Trading Ltd)	solutioninjection.intrabursal
662	amp	4045311000001108	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intrabursal
663	amp	4042711000001103	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninjection.intrabursal
664	amp	4043411000001100	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (Organon Laboratories Ltd)	solutioninjection.intrabursal
665	amp	4043611000001102	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intrabursal
666	amp	27943411000001100	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (Aspen Pharma Trading Ltd)	solutioninjection.intrabursal
667	amp	28040011000001103	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intrabursal
668	amp	28041311000001105	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninjection.intrabursal
669	amp	4047111000001102	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intralesional
670	amp	4047411000001107	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Pfizer Ltd)	solutioninjection.intralesional
671	amp	4047711000001101	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intralesional
672	amp	19532111000001104	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (hameln pharma Ltd)	solutioninjection.intralesional
673	amp	32167711000001108	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Wockhardt UK Ltd)	solutioninjection.intralesional
674	amp	22084911000001106	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd)	solutioninjection.intralesional
675	amp	22127411000001109	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intralesional
676	amp	28039811000001104	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intralesional
677	amp	30393911000001101	0603020L0AAABAB	Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules (Advanz Pharma)	solutioninjection.intralesional
678	amp	30394611000001105	0603020L0AAACAC	Hydrocortisone sodium phosphate 500mg/5ml solution for injection ampoules (Advanz Pharma)	solutioninjection.intralesional
679	amp	3852011000001104	0603020L0BBAAAB	Efcortesol 100mg/1ml solution for injection ampoules (Advanz Pharma)	solutioninjection.intralesional
680	amp	4888811000001103	0603020L0BBABAC	Efcortesol 500mg/5ml solution for injection ampoules (Advanz Pharma)	solutioninjection.intralesional
681	amp	431711000001106	0304010G0AAAAAA	Chlorphenamine 10mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intramuscular
682	amp	570811000001100	0304010G0AAAAAA	Chlorphenamine 10mg/1ml solution for injection ampoules (Kyowa Kirin Ltd)	solutioninjection.intramuscular
683	amp	574411000001108	0304010G0AAAAAA	Chlorphenamine 10mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
684	amp	32166011000001108	0304010G0AAAAAA	Chlorphenamine 10mg/1ml solution for injection ampoules (Wockhardt UK Ltd)	solutioninjection.intramuscular
685	amp	36586611000001106	0304010G0AAAAAA	Chlorphenamine 10mg/1ml solution for injection ampoules (Martindale Pharmaceuticals Ltd)	solutioninjection.intramuscular
686	amp	37166111000001106	0304010G0AAAAAA	Chlorphenamine 10mg/1ml solution for injection ampoules (DE Pharmaceuticals)	solutioninjection.intramuscular
687	amp	37659011000001105	0304010G0AAAAAA	Chlorphenamine 10mg/1ml solution for injection ampoules (Synchrony Pharma Ltd)	solutioninjection.intramuscular
688	amp	3707311000001105	0304030C0AAABAB	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
689	amp	3707611000001100	0304030C0AAABAB	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection ampoules (Martindale Pharmaceuticals Ltd)	solutioninjection.intramuscular
690	amp	3707911000001106	0304030C0AAABAB	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intramuscular
691	amp	5080411000001109	0304030C0AAABAB	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection ampoules (hameln pharma Ltd)	solutioninjection.intramuscular
692	amp	10673811000001107	0304030C0AAABAB	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection ampoules (Advanz Pharma)	solutioninjection.intramuscular
693	amp	3943911000001104	0304030C0AAAFAF	Adrenaline (base) 500micrograms/0.5ml (1 in 1,000) solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
694	amp	3944211000001106	0304030C0AAAFAF	Adrenaline (base) 500micrograms/0.5ml (1 in 1,000) solution for injection ampoules (Martindale Pharmaceuticals Ltd)	solutioninjection.intramuscular
695	amp	3944911000001102	0304030C0AAAFAF	Adrenaline (base) 500micrograms/0.5ml (1 in 1,000) solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intramuscular
696	amp	3945411000001106	0304030C0AAAXAX	Adrenaline (base) 5mg/5ml (1 in 1,000) solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
697	amp	3945611000001109	0304030C0AAAXAX	Adrenaline (base) 5mg/5ml (1 in 1,000) solution for injection ampoules (Martindale Pharmaceuticals Ltd)	solutioninjection.intramuscular
698	amp	20120611000001101	0304030C0AAAYAY	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
699	amp	20120811000001102	0304030C0AAAYAY	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intramuscular
700	amp	20121011000001104	0304030C0AAAYAY	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Martindale Pharmaceuticals Ltd)	solutioninjection.intramuscular
701	amp	20121211000001109	0304030C0AAAYAY	Adrenaline (base) for anaphylaxis 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Martindale Pharmaceuticals Ltd)	solutioninjection.intramuscular
702	amp	32482311000001105	0304030C0AABDBD	Adrenaline (base) 10mg/10ml (1 in 1,000) solution for injection ampoules (Special Order)	solutioninjection.intramuscular
703	amp	32869311000001108	0304030C0AABDBD	Adrenaline (base) 10mg/10ml (1 in 1,000) solution for injection ampoules (Martindale Pharmaceuticals Ltd)	solutioninjection.intramuscular
704	amp	32905011000001103	0304030C0AABDBD	Adrenaline (base) 10mg/10ml (1 in 1,000) solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
705	amp	4686411000001107	0304030C0BEAAA2	EpiPen Jr. 150micrograms/0.3ml (1 in 2,000) solution for injection auto-injectors (Mylan)	solutioninjection.intramuscular
706	amp	4719411000001108	0304030C0BEABA3	EpiPen 300micrograms/0.3ml (1 in 1,000) solution for injection auto-injectors (Mylan)	solutioninjection.intramuscular
707	amp	4719711000001102	0304030C0BGAAA3	Anapen 300micrograms/0.3ml (1 in 1,000) solution for injection auto-injectors (Lincoln Medical Ltd)	solutioninjection.intramuscular
708	amp	4686111000001102	0304030C0BGABA2	Anapen Junior 150micrograms/0.3ml (1 in 2,000) solution for injection auto-injectors (Lincoln Medical Ltd)	solutioninjection.intramuscular
709	amp	16461411000001109	0304030C0BGACBE	Anapen 500micrograms/0.3ml (1 in 600) solution for injection auto-injectors (Lincoln Medical Ltd)	solutioninjection.intramuscular
710	amp	18267711000001102	0304030C0BHAABF	Jext 150micrograms/0.15ml (1 in 1,000) solution for injection auto-injectors (ALK-Abello Ltd)	solutioninjection.intramuscular
711	amp	18262811000001107	0304030C0BHABA3	Jext 300micrograms/0.3ml (1 in 1,000) solution for injection auto-injectors (ALK-Abello Ltd)	solutioninjection.intramuscular
712	amp	23415411000001104	0304030C0BIAABF	Emerade 150micrograms/0.15ml (1 in 1,000) solution for injection auto-injectors (Bausch & Lomb UK Ltd)	solutioninjection.intramuscular
713	amp	23415811000001102	0304030C0BIABA3	Emerade 300micrograms/0.3ml (1 in 1,000) solution for injection auto-injectors (Bausch & Lomb UK Ltd)	solutioninjection.intramuscular
714	amp	23420111000001107	0304030C0BIACBG	Emerade 500micrograms/0.5ml (1 in 1,000) solution for injection auto-injectors (Bausch & Lomb UK Ltd)	solutioninjection.intramuscular
715	amp	4048311000001104	0603020AAAAAAAA	Dexamethasone (base) 6.6mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
716	amp	4050111000001101	0603020AAAAAAAA	Dexamethasone (base) 6.6mg/2ml solution for injection vials (Pfizer Ltd)	solutioninjection.intramuscular
717	amp	4050411000001106	0603020AAAAAAAA	Dexamethasone (base) 6.6mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intramuscular
718	amp	4047111000001102	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
719	amp	4047411000001107	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Pfizer Ltd)	solutioninjection.intramuscular
720	amp	4047711000001101	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intramuscular
721	amp	19532111000001104	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (hameln pharma Ltd)	solutioninjection.intramuscular
722	amp	32167711000001108	0603020AAAAABAB	Dexamethasone (base) 3.3mg/1ml solution for injection ampoules (Wockhardt UK Ltd)	solutioninjection.intramuscular
723	amp	22084911000001106	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (hameln pharma Ltd)	solutioninjection.intramuscular
724	amp	22127411000001109	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
725	amp	28039811000001104	0603020AAAAACAC	Dexamethasone (base) 6.6mg/2ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intramuscular
726	amp	4044111000001107	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
727	amp	4044311000001109	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (Aspen Pharma Trading Ltd)	solutioninjection.intramuscular
728	amp	4045311000001108	0603020H0AAABAB	Dexamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intramuscular
729	amp	4042711000001103	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
730	amp	4043411000001100	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (Organon Laboratories Ltd)	solutioninjection.intramuscular
731	amp	4043611000001102	0603020H0AAAKAK	Dexamethasone 8mg/2ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intramuscular
732	amp	27943411000001100	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (Aspen Pharma Trading Ltd)	solutioninjection.intramuscular
733	amp	28040011000001103	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intramuscular
734	amp	28041311000001105	0603020H0AAALAL	Dexamethasone (base) 3.8mg/1ml solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
735	amp	30807511000001104	0603020K0AAAAAA	Methylprednisolone sodium succinate 40mg powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
736	amp	20129111000001104	0603020K0AAACAC	Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials (Kent Pharmaceuticals Ltd)	solutioninjection.intramuscular
737	amp	22128311000001101	0603020K0AAACAC	Methylprednisolone sodium succinate 500mg powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
738	amp	20129311000001102	0603020K0AAADAD	Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (Kent Pharmaceuticals Ltd)	solutioninjection.intramuscular
739	amp	22128611000001106	0603020K0AAADAD	Methylprednisolone sodium succinate 1g powder and solvent for solution for injection vials (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular
740	amp	4393011000001100	0603020K0BCAAAA	Solu-Medrone 40mg powder and solvent for solution for injection vials (Pfizer Ltd)	solutioninjection.intramuscular
741	amp	4392411000001100	0603020K0BCABAB	Solu-Medrone 125mg powder and solvent for solution for injection vials (Pfizer Ltd)	solutioninjection.intramuscular
742	amp	4179311000001102	0603020K0BCACAC	Solu-Medrone 500mg powder and solvent for solution for injection vials (Pfizer Ltd)	solutioninjection.intramuscular
743	amp	4180211000001105	0603020K0BCADAD	Solu-Medrone 1g powder and solvent for solution for injection vials (Pfizer Ltd)	solutioninjection.intramuscular
744	amp	4392711000001106	0603020K0BCAEAE	Solu-Medrone 2g powder and solvent for solution for injection vials (Pfizer Ltd)	solutioninjection.intramuscular
745	amp	30393911000001101	0603020L0AAABAB	Hydrocortisone sodium phosphate 100mg/1ml solution for injection ampoules (Advanz Pharma)	solutioninjection.intramuscular
746	amp	30394611000001105	0603020L0AAACAC	Hydrocortisone sodium phosphate 500mg/5ml solution for injection ampoules (Advanz Pharma)	solutioninjection.intramuscular
747	amp	3852011000001104	0603020L0BBAAAB	Efcortesol 100mg/1ml solution for injection ampoules (Advanz Pharma)	solutioninjection.intramuscular
748	amp	4888811000001103	0603020L0BBABAC	Efcortesol 500mg/5ml solution for injection ampoules (Advanz Pharma)	solutioninjection.intramuscular
749	amp	4182611000001108	0603020M0BCAAAA	Solu-Cortef 100mg powder and solvent for solution for injection vials (Pfizer Ltd)	solutioninjection.intramuscular
750	amp	13871211000001104	0603020M0BCABAE	Solu-Cortef 100mg powder for solution for injection vials (Pfizer Ltd)	solutioninjection.intramuscular
751	amp	16281311000001100	0304010W0AAABAB	Promethazine 25mg/1ml solution for injection ampoules (Mercury Pharma Group Ltd)	solutioninjection.intramuscular-deep
752	amp	16283011000001102	0304010W0AAASAS	Promethazine 50mg/2ml solution for injection ampoules (Mercury Pharma Group Ltd)	solutioninjection.intramuscular-deep
753	amp	60711000001103	0304010W0BBADAB	Phenergan 25mg/1ml solution for injection ampoules (Sanofi)	solutioninjection.intramuscular-deep
754	amp	30921211000001105	0603020C0AAAAAA	Betamethasone 4mg/1ml solution for injection ampoules (RPH Pharmaceuticals AB)	solutioninjection.intramuscular-deep
755	amp	30984811000001103	0603020C0AAAAAA	Betamethasone 4mg/1ml solution for injection ampoules (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intramuscular-deep
756	amp	30987311000001103	0603020C0AAAAAA	Betamethasone 4mg/1ml solution for injection ampoules (A A H Pharmaceuticals Ltd)	solutioninjection.intramuscular-deep
757	amp	3932011000001108	0603020C0BBABAA	Betnesol 4mg/1ml solution for injection ampoules (Focus Pharmaceuticals Ltd)	solutioninjection.intramuscular-deep
758	amp	20120611000001101	0304030C0AAAYAY	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (A A H Pharmaceuticals Ltd)	solutioninjection.intraosseous
759	amp	20120811000001102	0304030C0AAAYAY	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Alliance Healthcare (Distribution) Ltd)	solutioninjection.intraosseous
760	amp	20121011000001104	0304030C0AAAYAY	Adrenaline (base) 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Martindale Pharmaceuticals Ltd)	solutioninjection.intraosseous
761	amp	20121211000001109	0304030C0AAAYAY	Adrenaline (base) for anaphylaxis 1mg/1ml (1 in 1,000) solution for injection pre-filled syringes (Martindale Pharmaceuticals Ltd)	solutioninjection.intraosseous
