month,name,practice,items
2020-07-01,PORT VIEW SURGERY,L82066,1
2020-07-01,OAKLEAF,Y02794,1
2020-07-01,BROW MEDICAL CENTRE,H82084,1
2020-07-01,RIVERSIDE SURGERY,H82089,1
2020-07-01,LISTER MEDICAL CENTRE,F81027,1
2020-07-01,CROPREDY SURGERY,K84056,1
2020-07-01,EASTLANDS MEDICAL CENTRE,P84051,1
2020-07-01,FINCH ROAD PRIMARY CARE CENTRE,M85154,1
2020-07-01,EAST LINDSEY MEDICAL GROUP,C83056,1
2020-07-01,ABBEY WOOD SURGERY,G83031,1
2020-07-01,ST JOHNS WAY MEDICAL CENTRE,F83015,1
2020-12-01,LILFORD PARK SURGERY,P92035,1
2020-12-01,ROYSTON GROUP PRACTICE,C85005,1
2020-12-01,PLAS FFYNNON MEDICAL CTRE,M82005,1
2020-12-01,TRINITY SURGERY,D81622,1
2020-12-01,GRANGE STREET SURGERY,E82059,1
2020-12-01,EVEREST HOUSE SURGERY,E82051,1
2020-12-01,LITTLEDOWN SURGERY,J81067,1
2020-12-01,KINGSBURY ROAD MEDICAL CENTRE,M85014,1
2020-12-01,NEWHALL SURGERY,C81020,1
2020-12-01,THE ROEHAMPTON SURGERY,H85008,1
2020-12-01,HASTINGS OLD TOWN SURGERY,G81095,1
2020-09-01,MILLER STREET SURGERY,M83025,1
2020-09-01,RAINHILL VILLAGE SURGERY,N83010,1
2020-09-01,VERNON PARK SURGERY,P88615,1
2020-09-01,ST VINCENT MEDICAL CENTRE,C86029,1
2020-09-01,RATBY SURGERY,C82634,1
2020-09-01,HEATON ROAD SURGERY,A86024,1
2020-09-01,CHURCH VIEW SURGERY,L83064,1
2020-09-01,CRICK MEDICAL PRACTICE,K83053,1
2020-09-01,MINSTER SURGERY,G82107,1
2020-09-01,ASH SURGERY,G82138,1
2020-10-01,BEECHWOOD MEDICAL CENTRE,F84038,1
2020-10-01,THE KINGSWAY PRACTICE,Y02720,1
2020-10-01,STRATFORD HEALTH CENTRE,F84022,1
2020-10-01,MOATFIELD SURGERY,H82063,1
2020-10-01,EASTBOURNE STATION HEALTH CENTRE,Y02816,1
2021-05-01,YORK ROAD SURGERY,C87010,1
2021-05-01,CHAPEL GROUP MEDICAL CENTRE,P87649,1
2021-05-01,DOVERCOURT GROUP PRACTICE,C88087,1
2021-05-01,MANOR AND PARK GROUP PRACTICE,C88090,1
2021-05-01,THE ENDEAVOUR PRACTICE,A81023,1
2021-05-01,THE VILLAGE SURGERIES GROUP,N81624,1
2021-05-01,CLIFF HOUSE MEDICAL PRACTICE,C83073,1
2021-05-01,THE VILLA STREET MEDICAL CENTRE,G85632,1
2021-05-01,SUTTON VALENCE GROUP PRACTICE,G82229,1
2021-05-01,EASTGATE SURGERY,E81635,1
2021-05-01,THE PITSHANGER LANE SURGERY,E85714,1
2021-04-01,ORMSKIRK HOUSE SURGERY,N83003,1
2021-04-01,WALLIS AVENUE,G82641,1
2021-04-01,SOMERTON HOUSE SURGERY,L81101,1
2021-04-01,KINGS CROSS SURGERY,F83635,1
2021-03-01,THE PANTON PRACTICE,J81072,1
2021-03-01,MITCHELDEAN SURGERY,L84045,1
2021-01-01,THE SHAFTESBURY MEDICAL CENTRE,E84062,1
2021-01-01,THE LIMES SURGERY,E82006,1
2021-01-01,BROADWAY MEDICAL CENTRE,A86035,1
2021-01-01,ASHCROFT SURGERY,P84053,1
2021-01-01,THE ESTON SURGERY,A81065,1
2021-01-01,HANLEY PRIMARY CARE CENTRE,Y01066,1
2021-01-01,RITCHIE STREET GROUP PRACTICE,F83021,1
2021-04-01,PARK VIEW SURGERY,P81113,1
2021-04-01,PRIORY FIELDS SURGERY,D81010,1
2021-04-01,THE EDEN SURGERIES,F81004,1
2021-04-01,VICTORIA ROAD SURGERY,M85105,1
2021-04-01,COLLEGE ROAD SURGERY,M85087,1
2021-04-01,KINGS NORTON SURGERY,M85600,1
2021-04-01,NIDDERDALE GROUP PRACTICE,B82004,1
2021-04-01,CORNWALL HOUSE SURGERY,E83013,1
2021-04-01,IMPROVING HEALTH (IH) MEDICAL,M92015,1
2021-04-01,NEWTON MEDICAL CENTRE,E87681,1
2021-04-01,KINGSBURY HEALTH AND WELLBEING,E84078,1
2020-09-01,PARK CRESCENT HEALTH CENTRE,G81028,1
2020-09-01,BISHOPS CASTLE SURGERY,M82033,1
2020-09-01,PARKVIEW SURGERY,E86026,1
2020-09-01,QUARTERJACK SURGERY,J81034,1
2020-09-01,THORNBURY MEDICAL PRACTICE,B83005,1
2020-09-01,BRIGHTON HEALTH AND WELLBEING CENTRE,G81638,1
2020-09-01,POPLAR STREET SURGERY,Y02321,1
2020-09-01,FALKLAND HOUSE SURGERY,C88053,1
2020-09-01,HONEYWALL MEDICAL PRACTICE,M83619,1
2020-09-01,WEST HOE SURGERY,L83112,1
2020-09-01,SELLINDGE SURGERY,G82658,1
2020-12-01,DR AC MILNER,B81100,1
2020-12-01,LINKS MEDICAL PRACTICE,M87617,1
2021-05-01,ROYAL CRESCENT,L84059,1
2021-05-01,GLENPARK MEDICAL CENTRE,A85006,1
2021-05-01,LAWRENCE HILL HEALTH CENTRE,L81089,1
2021-05-01,DAYBROOK MEDICAL PRACTICE,C84066,1
2021-05-01,FRANCIS ROAD MEDICAL CENTRE,F86696,1
2021-05-01,EASTBURY SURGERY,E86028,1
2021-02-01,LONDON FIELDS MEDICAL CENTRE,F84021,1
2021-02-01,WELLSPRING MEDICAL PRACT.,A87612,1
2021-02-01,THE THORPE BAY SURGERY,F81121,1
2021-02-01,MEVAGISSEY SURGERY,L82025,1
2021-02-01,AIR BALLOON SURGERY,L81038,1
2021-02-01,GREENWAY COMMUNITY PRACTICE,L81098,1
2021-02-01,ALTON STREET SURGERY,M81044,1
2021-02-01,THE BASSINGHAM SURGERY,C83611,1
2021-02-01,PICKHURST SURGERY,G84033,1
2021-02-01,SOMERTON HOUSE SURGERY,L81101,1
2021-01-01,VICTORIA SURGERY,D83040,1
2021-01-01,NORTH HARBOUR MEDICAL GROUP,J82114,1
2021-01-01,LEACH HEATH MEDICAL CENTRE,M85027,1
2021-01-01,VICTORIA ROAD SURGERY,M85105,1
2021-01-01,YELVERTON SURGERY,L83102,1
2021-01-01,OLD HALL SURGERY,N81117,1
2020-08-01,GREENSIDE SURGERY,C87020,1
2020-08-01,THE GARDEN CITY PRACTICE,E82041,1
2020-08-01,FISHPONDS FAMILY PRACTICE,L81013,1
2020-08-01,BG HEALTH,M85159,1
2020-08-01,ROCKLIFFE COURT SURGERY,A83048,1
2020-08-01,WHITEPARISH SURGERY,J83004,1
2020-08-01,RAINFORD HEALTH CENTRE,N83041,1
2020-08-01,BENTLEY VILLAGE SURGERY,J82197,1
2020-08-01,DR BHATE SURGERY,A89002,1
2020-08-01,HANDSWORTH MEDICAL PRACTICE,C88036,1
2020-08-01,SOUTHWAY SURGERY,L83039,1
2020-08-01,IWADE HEALTH CENTRE,G82671,1
2021-02-01,MEANWHILE GARDEN MEDICAL CENTRE,E87026,1
2021-02-01,CLAYTON BROOK SURGERY,P81180,1
2021-02-01,THE JUNCTION SURGERY,P86010,1
2021-02-01,ADDERLEY GREEN SURGERY,M83661,1
2021-02-01,HOUGHTON REGIS MEDICAL CENTRE,E81027,1
2021-02-01,BROCKWORTH SURGERY,L84084,1
2021-02-01,ST RICHARDS ROAD SURGERY,G82038,1
2021-02-01,DR SEGARAJASINGHE,F83678,1
2021-01-01,WOODWAY MEDICAL CENTRE,M86638,1
2021-01-01,THE TOLLESBURY PRACTICE,F81076,1
2021-01-01,ORCHID HOUSE SURGERY,J81002,1
2021-01-01,EDITH CAVELL PRACTICE,G85724,1
2021-01-01,VALE MEDICAL CENTRE,G85696,1
2021-03-01,RUSSELL HOUSE SURGERY,M83031,1
2021-03-01,STIFFORD CLAYS MEDICAL CENTRE,F81192,1
2021-03-01,STANNINGTON MEDICAL CENTRE,C88656,1
2021-03-01,ALMOND ROAD SURGERY,D81082,1
2021-03-01,DEDDINGTON HEALTH CENTRE,K84055,1
2021-03-01,YARDLEY WOOD HEALTH CENTRE,M85018,1
2021-03-01,THE CHURCH VIEW PRACTICE,G82704,1
2021-03-01,WIDDRINGTON SURGERY,A84029,1
2021-03-01,THE SUTTON MANOR SURGERY,B81020,1
2021-03-01,WORTHEN MEDICAL PRACTICE,M82604,1
2021-03-01,KINGS LANE MEDICAL PRACTICE,N85054,1
2021-03-01,DR S M CHEN & PARTNER,B86094,1
2021-03-01,SOUTHERNHAY HOUSE SURGERY,L83058,1
2020-11-01,BIDDULPH DOCTORS,M83089,1
2020-11-01,THE CIVIC MEDICAL CENTRE,E84617,1
2020-11-01,CRANHAM HEALTH CENTRE,F82674,1
2020-11-01,BANNOCKBURN SURGERY,G83654,1
2020-11-01,BROOMWOOD ROAD SURGERY,G84019,1
2020-10-01,THE CHESTNUTS & HALLGATE SURGERY,B81653,1
2020-10-01,MYTTON OAK MEDICAL PRACT.,M82002,1
2020-12-01,THE WHITELEY SURGERY,J82023,1
2020-12-01,DUNNINC ROAD SURGERY,C88643,1
2020-12-01,CENTRAL GATESHEAD MEDICAL GROUP,A85019,1
2020-12-01,BLACK TORRINGTON SURGERY,L83663,1
2020-12-01,CLAPHAM JUNCTION MEDICAL PRACTICE,H85088,1
2020-07-01,PORTSMOUTH PRIMARY CARE ALLIANCE LTD,Y05178,1
2020-07-01,THE OAKWOOD SURGERY,C86012,1
2020-07-01,CHP LTD - BRANSHOLME,B81002,1
2020-07-01,BUSHLOE SURGERY,C82013,1
2020-07-01,MARYSVILLE MEDICAL PRACT,M82040,1
2020-07-01,ST JOHNS MEDICAL CENTRE,G85038,1
2020-07-01,LEWISHAM MEDICAL CENTRE,G85023,1
2020-07-01,POND TAIL SURGERY,H81005,1
2020-07-01,DR SEGARAJASINGHE,F83678,1
2021-04-01,ORCHARD HOUSE SURGERY,D83027,1
2021-04-01,AINSDALE VILLAGE SURGERY,N84014,1
2021-04-01,SPRINGFIELD HOUSE,P85020,1
2021-04-01,HEALD GREEN HEALTH CENTRE 1,P88042,1
2021-04-01,BEECHCROFT AND OLD PALACE,Y03595,1
2021-04-01,GREAT MASSINGHAM SURGERY,D82070,1
2021-04-01,CITY WAY SURGERY,G82051,1
2021-04-01,ASH SURGERY,G82138,1
2021-04-01,NEW OTTERSHAW SURGERY,H81658,1
2021-04-01,DERBY LANE MEDICAL CENTRE,N82093,1
2021-04-01,ALRESFORD SURGERY,J82124,1
2021-04-01,BROSELEY MEDICAL PRACTICE,M82051,1
2020-10-01,BANKFIELD SURGERY,B84016,1
2020-10-01,RAWMARSH HEALTH CENTRE,C87024,1
2020-10-01,MARYLEBONE HEALTH CENTRE,E87737,1
2020-10-01,MADELEY PRACTICE,M83015,1
2020-10-01,MAYNARD COURT SURGERY,F81725,1
2020-10-01,BRUNSWICK PARK MEDICAL PRACTICE,E83621,1
2020-11-01,ST JAMES MEDICAL PRACTICE LIMITED,F86058,1
2020-11-01,CHELMER VILLAGE SURGERY,F81665,1
2020-11-01,KINGSTANDING CIRCLE SURGERY,M85155,1
2020-11-01,MEADOWS SURGERY,H82003,1
2020-11-01,ALBION PLACE MEDICAL PRACTICE,G82017,1
2020-08-01,CLEE MEDICAL CENTRE,B81015,1
2020-08-01,WALNUT ST MED CTR (LEICESTER MED GROUP),C82662,1
2020-08-01,BARROW HEALTH CENTRE,C82062,1
2020-08-01,TAVYSIDE HEALTH CENTRE,L83038,1
2020-08-01,CORBETT MEDICAL PRACTICE,M81091,1
2020-11-01,BROOK LANE SURGERY,J82216,1
2020-11-01,SPRING-FENISCO HEALTHLINK,P81633,1
2020-11-01,GLEADLESS MEDICAL CENTRE,C88019,1
2020-11-01,ST JAMES MEDICAL PRACTICE1,M87612,1
2020-11-01,MOXLEY MEDICAL CENTRE,M91624,1
2020-11-01,CHURCH STREET HEALTH CENTRE,D81040,1
2020-11-01,ROYAL MANOR HEALTH CARE,J81009,1
2020-11-01,CRESCENT PROVIDENCE SURGERY,J81634,1
2020-11-01,KIRKLEY MILL HEALTH CENTRE,D83030,1
2020-11-01,CRANLEIGH MEDICAL PRACTICE,H81052,1
2021-02-01,PINNER VIEW MEDICAL CENTRE,E84070,1
2021-02-01,DUDLEY WOOD SURGERY,Y02212,1
2021-02-01,HADLEIGH BOXFORD GROUP PRACTICE,D83037,1
2021-02-01,SOUTHBOURNE PRACTICE,J81059,1
2021-02-01,WARD END MEDICAL CENTRE,M85066,1
2021-02-01,THE GROVES MEDICAL CENTRE,H84016,1
2021-02-01,LANGLEY HOUSE SURGERY,H82013,1
2021-02-01,LONDON ROAD MEDICAL CENTRE,G82231,1
2021-02-01,TOLSEY SURGERY,J83618,1
2021-05-01,I J HEALTHCARE,A89617,1
2021-05-01,WATERBEACH SURGERY,D81042,1
2021-05-01,COVENTRY ROAD PRACTICE,M89021,1
2021-05-01,DEVON DOCTORS ON CALL OOH,Y00192,1
2021-05-01,THE OM SURGERY,Y00026,1
2021-05-01,LUCAS AVENUE PRACTICE,F84642,1
2021-05-01,EVERGREEN PRACTICE,K81657,1
2020-07-01,CORNERWAYS MEDICAL CENTRE,N83025,1
2020-07-01,MEANWHILE GARDEN MEDICAL CENTRE,E87026,1
2020-07-01,THE AVENUE SURGERY,P92615,1
2020-07-01,MIDDLEPORT MEDICAL CENTRE,Y02867,1
2020-07-01,DR HUGHES & PARTNERS,E81046,1
2020-07-01,PARK ROYAL MEDICAL PRACTICE,E84645,1
2020-07-01,HIGH STREET SURGERY,F82023,1
2020-07-01,WELLS HEALTH CENTRE,L85002,1
2020-07-01,THE OLD COURT HOUSE SURGERY,E83012,1
2020-07-01,TORRINGTON PARK GROUP PRACTICE,E83021,1
2020-07-01,VINE MEDICAL GROUP,J82134,1
2020-07-01,BEECHWOOD SURGERY,P81742,1
2020-07-01,ROE LANE SURGERY,N84611,1
2020-07-01,THE MASHARANI PRACTICE,C82611,1
2020-07-01,KINCORA DOCTORS SURGERY,E86625,1
2020-12-01,GUILDHALL WALK HEALTHCARE CENTRE,Y02526,1
2020-12-01,GOSBERTON MEDICAL CENTRE,C83036,1
2020-09-01,THE GILL MEDICAL PRACTICE,P87028,1
2020-09-01,HOLLYWOOD MEDICAL CENTRE,M81064,1
2020-09-01,NEWARK ROAD SURGERY,C83071,1
2020-09-01,BROOMWOOD ROAD SURGERY,G84019,1
2020-10-01,WOODLANDS MEDICAL PRACTICE,P85010,1
2020-10-01,THE PRACTICE BEAUMONT LEYS,C82624,1
2020-10-01,THE BARHAM & CLAYDON SURGERY,D83615,1
2020-10-01,ESK ROAD MEDICAL CENTRE,F84673,1
2020-10-01,THE ABINGDON SURGERY,K84054,1
2020-10-01,IDE LANE SURGERY,L83079,1
2020-10-01,ST JOHN'S SURGERY,Y03222,1
2020-10-01,DOWNTON SURGERY,J83043,1
2021-05-01,ORDSALL HEALTH SURGERY,P87035,1
2021-05-01,SPRINGFIELD SURGERY,P88606,1
2021-05-01,WALNUT TREE PRACTICE,L84075,1
2021-05-01,"ESSEX HOUSE MEDICAL CENTRE, CHARD",L85030,1
2021-05-01,JOHN RYLE MEDICAL PRACTICE,C84081,1
2021-05-01,MUSTERS MEDICAL PRACTICE,C84090,1
2021-05-01,DEPTFORD SURGERY,G85711,1
2021-05-01,DR BK JAISWAL'S PRACTICE,F82025,1
2021-05-01,DOWNING STREET GROUP PRACTICE,H81088,1
2021-04-01,STURDEE ROAD HEALTH AND WELLBEING CENTRE,C82019,1
2021-04-01,SOUTH READING & SHINFIELD GROUP MED PRAC,K81633,1
2021-04-01,SWADLINCOTE SURGERY,C81032,1
2021-04-01,HARLESTON MEDICAL PRACTICE,D82084,1
2021-04-01,ILKLEY & WHARFEDALE MEDICAL PRACTICE,B83002,1
2021-04-01,BOTTING (GLEBE),Y01206,1
2021-03-01,THE HADLEIGH PRACTICE,J81041,1
2021-03-01,SOUTHBOURNE PRACTICE,J81059,1
2021-03-01,ASHCROFT SURGERY,P84053,1
2021-03-01,NEWTON HEATH MEDICAL CENTRE,P84070,1
2021-03-01,BRUNSWICK SURGERY,H84015,1
2021-03-01,ASHFIELD HOUSE (ANNESLEY),C84067,1
2021-03-01,PICKHURST SURGERY,G84033,1
2021-03-01,FAIRLANDS MEDICAL PRACTICE,H81064,1
2021-01-01,WAWN STREET SURGERY,A88007,1
2021-01-01,MANOR AND PARK GROUP PRACTICE,C88090,1
2021-01-01,WINDMILL SURGERY,D82624,1
2021-04-01,WOODGATE VALLEY HEALTH CENTRE,M85035,1
2021-04-01,DHU HEALTH CARE CIC,Y01897,1
2021-04-01,THE OAKS MEDICAL CENTRE,C84030,1
2020-09-01,GOUGH WALK PRACTICE,F84025,1
2020-09-01,OWLTHORPE MEDICAL CENTRE,C88647,1
2020-09-01,REGENCY SURGERY,G81656,1
2020-09-01,WHITEFIELD HEALTHCARE,P81736,1
2020-09-01,THE SUMMERHILL SURGERY,M87018,1
2020-09-01,WATERSIDE MEDICAL CENTRE,E85006,1
2020-09-01,EYAM SURGERY,C81039,1
2020-09-01,BROOM ROAD MEDICAL PRACTICE,H83030,1
2020-09-01,MEDEN MEDICAL SERVICES,C84658,1
2020-09-01,FAMILY SURGERY,G84009,1
2020-12-01,MOLLISON WAY SURGERY,E84075,1
2020-12-01,DARTON HEALTH CENTRE PRACTICE,C85614,1
2020-12-01,LICHFIELD ST SURGERY,M91015,1
2020-12-01,AMPTHILL PRACTICE,F83006,1
2020-12-01,ADLER JS-THE SURGERY,E83600,1
2021-05-01,DR M SUARES' PRACTICE,N83030,1
2021-05-01,FRESSINGFIELD MEDICAL CENTRE,D83069,1
2021-05-01,LODDON VALE PRACTICE,K81069,1
2021-05-01,WANDSWORTH MEDICAL CENTRE,H85001,1
2021-05-01,PARKLANDS SURGERY,H82049,1
2021-05-01,WOODSIDE MEDICAL CENTRE,M86034,1
2021-02-01,CLARENDON PARK ROAD HEALTH CENTRE,C82122,1
2021-02-01,FERN HOUSE SURGERY,F81030,1
2021-02-01,THE WILLOWS PRACTICE,F86057,1
2021-02-01,BOURNE GALLETLY PRACTICE TEAM,C83054,1
2021-02-01,CITY WAY SURGERY,G82051,1
2021-02-01,WESTFIELD SURGERY,L81132,1
2021-01-01,BEACON MEDICAL,B81003,1
2021-01-01,CRAWFORD STREET SURGERY,E87070,1
2021-01-01,BHF HIGHGATE SURGERY,Y05363,1
2021-01-01,GILL MEDICAL PRACTICE,E85708,1
2021-01-01,SHIREHAMPTON GROUP PRACTICE,L81008,1
2021-01-01,CLOVER HEALTH CENTRE,Y03296,1
2021-01-01,MOAT HOUSE SURGERY,H81083,1
2021-01-01,HEART OF BATH,L81039,1
2020-08-01,WESTWAY MEDICAL CENTRE,N84025,1
2020-08-01,DR MALIK - KENT ELMS HC,F81223,1
2020-08-01,SALISBURY SURGERY,E85672,1
2020-08-01,HEATON MOOR MEDICAL GROUP,P88026,1
2020-08-01,THE MOORCROFT MEDICAL CTR,M83146,1
2020-08-01,QUEENS PARK HEALTH CENTRE,E81021,1
2020-08-01,FORTY WILLOWS SURGERY,E84002,1
2020-08-01,THE MANOR SURGERY,C84080,1
2020-08-01,AMWELL GROUP PRACTICE,F83652,1
2020-08-01,PARTINGTON FAMILY PRACTICE,P91026,1
2020-08-01,THURROCK HEALTH CENTRE,Y02807,1
2020-08-01,BRUNSWICK ROAD MED.CTR.,E85091,1
2020-08-01,SOUTH MEADOW SURGERY,K81630,1
2020-08-01,DRUID GROUP,M85706,1
2020-08-01,HARTINGTON SURGERY,C81082,1
2020-08-01,ROUNDWOOD SURGERY,C84069,1
2020-08-01,ST ANN'S ROAD SURGERY,Y02117,1
2020-08-01,PRIORY ROAD SURGERY,G81641,1
2021-02-01,MEDIC HOUSE,F81652,1
2021-02-01,KNOWSLEY MEDICAL CENTRE,P83024,1
2021-02-01,MONTPELIER SURGERY,G81044,1
2021-02-01,COBRIDGE SURGERY,M83127,1
2021-02-01,THE GROVE MEDICAL PRACTICE,E85725,1
2021-02-01,BIRCHDALE ROAD MEDICAL CENTRE,F84641,1
2021-02-01,PARK SURGERY,A81016,1
2021-02-01,DR OLIVER DK,K83625,1
2021-02-01,BOWER MOUNT MEDICAL PRACTICE,G82031,1
2021-01-01,DR DP SHAH'S PRACTICE,F82679,1
2021-01-01,ST GEORGE'S MEDICAL CENTRE PMS PRACTICE,C85619,1
2021-01-01,WINDMILL SURGERY,M86048,1
2021-01-01,MILMAN & KENNET SURGERY,K81040,1
2021-01-01,LONSDALE MEDICAL CENTRE,G82768,1
2021-01-01,DALEHAM GARDENS HEALTH CENTRE,F83633,1
2021-03-01,NETHERGREEN SURGERY,C88034,1
2021-03-01,AXBRIDGE SURGERY,L85055,1
2021-03-01,MILLBARN MEDICAL CENTRE,K82011,1
2021-03-01,JS MEDICAL PRACTICE,F85705,1
2021-03-01,EDGE HILL HEALTH @ MOSSLEY HILL SURGERY,N82107,1
2021-03-01,MILTON KEYNES VILLAGE SURG,K82631,1
2021-03-01,PEEL CROFT,M83718,1
2021-03-01,CHEVIOT MEDICAL GROUP,A84032,1
2021-03-01,ROSE MEDICAL PRACTICE,B85058,1
2021-03-01,CROSS STREET HEALTH CENTRE,M87025,1
2021-03-01,HOVETON & WROXHAM MEDICAL CENTRE,D82025,1
2021-03-01,KNOLL MEDICAL PRACTICE,G84032,1
2020-11-01,HIGH STREET MEDICAL CENTRE,P92012,1
2020-11-01,WHITEHALL MEDICAL PRACTICE,M84004,1
2020-11-01,BILSTON FAMILY PRACTICE,M92627,1
2020-11-01,TRINITY SURGERY,D81622,1
2020-11-01,STILLMOOR HOUSE MEDICAL PRACTICE,L82010,1
2020-11-01,KARIS MEDICAL CENTRE,M85088,1
2020-11-01,SPRINGWOOD SURGERY,A81005,1
2020-11-01,DORKING MEDICAL PRACTICE,H81028,1
2020-11-01,LICHFIELD GROVE SURGERY,E83005,1
2020-10-01,BARTON,M83065,1
2020-10-01,QUEENS PARK SURGERY,F81222,1
2020-10-01,CITY OF COVENTRY HEALTH CENTRE,M86617,1
2020-10-01,NIGHTINGALE MEDICAL CENTRE,D81065,1
2020-10-01,THE RANGE MEDICAL CENTRE,P84039,1
2020-10-01,YORK STREET HEALTH PRACTICE,B86669,1
2020-10-01,ST. LEVAN SURGERY,L83646,1
2020-12-01,HAPPY HOUSE SURGERY,A89041,1
2020-12-01,SANDY HEALTH CENTRE,E81035,1
2020-12-01,WARDEN LODGE MEDICAL PRACTICE,E82123,1
2020-12-01,THE AVENUE SURGERY,E85099,1
2020-12-01,COLEFORD FAMILY DOCTORS,L84069,1
2020-12-01,FISHPONDS FAMILY PRACTICE,L81013,1
2020-07-01,LIME TREE SURGERY,F86650,1
2020-07-01,WOODLANDS SURGERY,M84609,1
2020-07-01,OXFORD STREET SURGERY,A82050,1
2020-07-01,HOUGHTON REGIS MEDICAL CENTRE,E81027,1
2020-07-01,BIRCHWOOD SURGERY,E82082,1
2020-07-01,FORTY WILLOWS SURGERY,E84002,1
2020-07-01,THE HEALTH CENTRE,H85095,1
2020-07-01,DMC CHADWICK ROAD,G85031,1
2020-07-01,GROVE MEDICAL CENTRE,G85085,1
2021-04-01,HELSBY STREET MED/CTR,N81041,1
2021-04-01,CASTLEFIELDS HEALTH CENTRE,N81019,1
2021-04-01,WHITNASH MEDICAL CENTRE,M84064,1
2020-10-01,COLVILLE HEALTH CENTRE,E87067,1
2020-10-01,ST GABRIEL'S MEDICAL CENTRE,P83025,1
2020-10-01,THE BOSMERE MEDICAL PRACTICE,J82010,1
2020-10-01,THE FAMILY PRACTICE,A82629,1
2020-10-01,THE HAYMARKET HEALTH CTR,M83082,1
2020-10-01,OUNDLE,K83023,1
2020-10-01,BOWLAND MEDICAL PRACTICE,P84024,1
2020-10-01,HEYWOOD FAMILY PRACTICE,L81085,1
2020-10-01,RIVER BROOK MEDICAL CENTRE,M85156,1
2020-10-01,ELM HAYES SURGERY,L81059,1
2020-11-01,HOVE MEDICAL CENTRE,G81001,1
2020-11-01,4 SEASONS MEDICAL CENTRE,N81645,1
2020-11-01,WILLIAM HOPWOOD STREET SURGERY,P81707,1
2020-11-01,GOODHEART SURGERY,B81688,1
2020-11-01,HAROLD STREET MEDICAL CENTRE,C88059,1
2020-11-01,MAPLE SURGERY BAR HILL HEALTH CENTRE,D81078,1
2020-11-01,WOODLANDS FAMILY PRACTICE,G82014,1
2020-08-01,MILL VIEW SURGERY,M83641,1
2020-08-01,LIVERSEDGE MEDICAL CENTRE,B85612,1
2020-08-01,CAXTON HOUSE SURGERY,C85628,1
2020-08-01,HUNTINGDON ROAD SURGERY,D81002,1
2020-08-01,ASHOVER MEDICAL CENTRE,C81611,1
2020-08-01,FITZMAURICE (KEW),H84639,1
2020-08-01,MAPLE ACCESS PARTNERSHIP LLP,K83621,1
2020-11-01,ST BEDE MEDICAL CENTRE,A89016,1
2020-11-01,LAURIE PIKE HEALTH CENTRE,M85069,1
2020-11-01,MAPESBURY MEDICAL GROUP,E84012,1
2020-11-01,COLSTERWORTH SURGERY,C83053,1
2020-11-01,BERMONDSEY SPA MEDICAL CENTRE,G85623,1
2020-11-01,MEOPHAM MEDICAL CENTRE,G82073,1
2021-02-01,BLACKTHORN HEALTH CENTRE,J82051,1
2021-02-01,OLD STATION SURGERY,C81021,1
2021-02-01,CLAY CROSS MEDICAL CENTRE,C81056,1
2021-02-01,KIDDERMINSTER MEDICAL CENTRE,M81010,1
2021-05-01,LEIGH FAMILY PRACTICE,Y02322,1
2021-05-01,THE NEW SURGERY,C86034,1
2021-05-01,HEATHERBROOK SURGERY (RP ARCHER),C82623,1
2021-05-01,FELIXSTOWE ROAD MEDICAL PRACTICE,D83004,1
2021-05-01,WILSON STREET SURGERY,C81009,1
2021-05-01,THE DEERBROOK SURGERY,G85129,1
2021-05-01,STONEYCROFT MEDICAL CENTRE,N82104,1
2021-05-01,GABLES SURGERY,F82642,1
2021-05-01,DR M FATEH'S PRACTICE,F82003,1
2021-05-01,HOLLAND PARK SURGERY,E87016,1
2021-05-01,PINNER VIEW MEDICAL CENTRE,E84070,1
2020-07-01,HANDSWORTH MEDICAL PRACTICE,F86004,1
2020-07-01,THE UPLANDS MEDICAL PRACTICE,P83004,1
2020-07-01,CROFT MEDICAL CENTRE,B85614,1
2020-07-01,BANKFIELD SURGERY,B84016,1
2020-07-01,RANGEWAYS ROAD SURGERY,M87041,1
2020-07-01,PARKSIDE MEDICAL PRACTICE,M91006,1
2020-07-01,SALISBURY HOUSE SURGERY,E81004,1
2020-07-01,CHICHELE ROAD SURGERY,E84674,1
2020-07-01,BARNFIELD HILL SURGERY,L83024,1
2020-07-01,THE DULWICH MEDICAL CENTRE,G85651,1
2020-07-01,THE UNIVERSITY SURGERY,J82199,1
2020-07-01,DR DHILLON'S SURGERY,F81688,1
2020-07-01,THE MACMILLAN SURGERY,N83601,1
2020-07-01,"TAWSTOCK MEDICAL CENTRE, CHARD",L85619,1
2020-07-01,CHURCH WALK SURGERY,C83062,1
2020-07-01,SILVERLOCK MEDICAL CENTRE,G85087,1
2020-07-01,MONMOUTH SURGERY,L81655,1
2020-07-01,HORNSPIT MEDICAL CENTRE,N82663,1
2020-12-01,WELLSBOURNE HEALTHCARE CIC,Y06007,1
2020-12-01,4 SEASONS MEDICAL CENTRE,N81645,1
2020-12-01,CATHEDRAL MEDICAL CENTRE,Y00185,1
2020-12-01,MAPESBURY MEDICAL GROUP,E84012,1
2020-12-01,NANTWICH HEALTH CENTRE,N81010,1
2020-12-01,THE GAMSTON MEDICAL CTR.,C84703,1
2020-12-01,CLIFF HOUSE MEDICAL PRACTICE,C83073,1
2020-09-01,ST JOHN'S MEDICAL CENTRE,M91007,1
2020-09-01,THE GROVE MEDICAL CENTRE,J81078,1
